txid,timestamp,my_address,other_address,direction,amount_sat,fee_sat,internal,datetime,signed_amount
ed728cac9e65199711480ec3b09db540ef63720aebd3b0d80f767118800d6f22,1612430978,1zAitkTvph4np2AbfsRZTCzBD2MkiqdJo,1p14aUUk5uVcdP5CAs5NsPCJyodmoqc8N,OUT,24649696,37086,False,2021-02-04 09:29:38+00:00,0
5042740c9f366983cbaa08d4739adcddf3d9318af4515a7f29776d961c235e8b,1612529867,bc1q34qxyy0m9s0n6kpsteujeen5qskjs8kexxqh87,1p14aUUk5uVcdP5CAs5NsPCJyodmoqc8N,OUT,5284800,9400,False,2021-02-05 12:57:47+00:00,-5294200
5042740c9f366983cbaa08d4739adcddf3d9318af4515a7f29776d961c235e8b,1612529867,bc1q34qxyy0m9s0n6kpsteujeen5qskjs8kexxqh87,322MwtvpAGmJzdH58dsfFkkbcggWm3Tizd,OUT,6000000,9400,False,2021-02-05 12:57:47+00:00,-6000000
79326f921ebdffbe84f3aa2ab0557613d9583d7b3321c082727ea61ad8653a45,1612851677,bc1qh6na7upyapysll60hsd7jmsy2lewdt6ycwmfwd,1p14aUUk5uVcdP5CAs5NsPCJyodmoqc8N,OUT,37925555,31954,False,2021-02-09 06:21:17+00:00,-37957509
79326f921ebdffbe84f3aa2ab0557613d9583d7b3321c082727ea61ad8653a45,1612851677,bc1qsh4pf07z8vwlkv2mvfdur7epc39kygcyp6df5x,1p14aUUk5uVcdP5CAs5NsPCJyodmoqc8N,OUT,37925555,31954,False,2021-02-09 06:21:17+00:00,0
79326f921ebdffbe84f3aa2ab0557613d9583d7b3321c082727ea61ad8653a45,1612851677,bc1qe5jln97p8vhupk9g0quh58zfxn35ygnh2mmn57,1p14aUUk5uVcdP5CAs5NsPCJyodmoqc8N,OUT,37925555,31954,False,2021-02-09 06:21:17+00:00,0
79326f921ebdffbe84f3aa2ab0557613d9583d7b3321c082727ea61ad8653a45,1612851677,bc1qkjajl7xnr74nradyewsg025hnhdp5pnft3nlru,1p14aUUk5uVcdP5CAs5NsPCJyodmoqc8N,OUT,37925555,31954,False,2021-02-09 06:21:17+00:00,0
7d94fd9852e4c3df4a4a7f76dc7b8d77859c2c500900a69ae93e3078e994ae22,1615133684,bc1q6xe6wp2gqedazquv407gdej7rmx3wtmaqkphf7,1NDyJtNTjmwk5xPNhjgAMu4HDHigtobu1s,IN,50000000,0,False,2021-03-07 16:14:44+00:00,50000000
9ff92b9774ae85e549880879140f2b704bab0d6d8d1c15b5f80a5d8c1b321ca5,1625759376,bc1q6xe6wp2gqedazquv407gdej7rmx3wtmaqkphf7,1NDyJtNTjmwk5xPNhjgAMu4HDHigtobu1s,IN,18000000,0,False,2021-07-08 15:49:36+00:00,18000000
9a7d06a1f68168b0e9a0386b6eb8554b7c3492b58c18a723bd4e315ebbf50416,1629742726,bc1q6aeuh895ay6etqgkwcvy9rcczqqeenjfssnn7z,3BLBM5NLu4sTaM8Qux7A6gVa5FxHouYco9,IN,3993117,0,False,2021-08-23 18:18:46+00:00,3993117
24011abd7e12006864aba7ab1fecdd1c99502ed3cc17b28b0a9615c16861ac3a,1632576182,bc1q6xe6wp2gqedazquv407gdej7rmx3wtmaqkphf7,bc1ql6kwx2havlsw63lj24d7vakfqqzeuc88huqr4j,OUT,10000000,300,False,2021-09-25 13:23:02+00:00,-10000300
24011abd7e12006864aba7ab1fecdd1c99502ed3cc17b28b0a9615c16861ac3a,1632576182,bc1qqsxfr2qd7qrpr8nc2t7xaghyhdqh8zqkpnqll9,bc1q6xe6wp2gqedazquv407gdej7rmx3wtmaqkphf7,IN,57999700,0,True,2021-09-25 13:23:02+00:00,57999700
24011abd7e12006864aba7ab1fecdd1c99502ed3cc17b28b0a9615c16861ac3a,1632576182,bc1q6xe6wp2gqedazquv407gdej7rmx3wtmaqkphf7,bc1qqsxfr2qd7qrpr8nc2t7xaghyhdqh8zqkpnqll9,OUT,57999700,300,True,2021-09-25 13:23:02+00:00,-57999700
b6ebec5f02aeed0330ead2c97e74f55c8dc4eef5c1bc5e1c216d982589c2e87f,1645148768,bc1qrg0y9mtrcpc79ydvrle4w2ejs5zjrqn9haq7uj,bc1q6aeuh895ay6etqgkwcvy9rcczqqeenjfssnn7z,IN,3000000,0,True,2022-02-18 01:46:08+00:00,3000000
b6ebec5f02aeed0330ead2c97e74f55c8dc4eef5c1bc5e1c216d982589c2e87f,1645148768,bc1q6aeuh895ay6etqgkwcvy9rcczqqeenjfssnn7z,bc1qrg0y9mtrcpc79ydvrle4w2ejs5zjrqn9haq7uj,OUT,3000000,217,True,2022-02-18 01:46:08+00:00,-3000217
b6ebec5f02aeed0330ead2c97e74f55c8dc4eef5c1bc5e1c216d982589c2e87f,1645148768,bc1qec47t5nhunrxc6mvph3qc5pmjr8qmmpwmevk0x,bc1q6aeuh895ay6etqgkwcvy9rcczqqeenjfssnn7z,IN,992900,0,True,2022-02-18 01:46:08+00:00,992900
b6ebec5f02aeed0330ead2c97e74f55c8dc4eef5c1bc5e1c216d982589c2e87f,1645148768,bc1q6aeuh895ay6etqgkwcvy9rcczqqeenjfssnn7z,bc1qec47t5nhunrxc6mvph3qc5pmjr8qmmpwmevk0x,OUT,992900,217,True,2022-02-18 01:46:08+00:00,-992900
63318d9138382717aaadd45fb32ee0129cfc277b4d9803fb5e027b458458290d,1645165703,bc1qp6jkmuzqmph2jajqde692uzd65yeqp0vd7fp82,bc1qrg0y9mtrcpc79ydvrle4w2ejs5zjrqn9haq7uj,IN,1999680,0,True,2022-02-18 06:28:23+00:00,1999680
63318d9138382717aaadd45fb32ee0129cfc277b4d9803fb5e027b458458290d,1645165703,bc1qrg0y9mtrcpc79ydvrle4w2ejs5zjrqn9haq7uj,bc1qp6jkmuzqmph2jajqde692uzd65yeqp0vd7fp82,OUT,1999680,320,True,2022-02-18 06:28:23+00:00,-2000000
63318d9138382717aaadd45fb32ee0129cfc277b4d9803fb5e027b458458290d,1645165703,bc1qrg0y9mtrcpc79ydvrle4w2ejs5zjrqn9haq7uj,bc1qkgwlgvj98ftcqx46yw5972er3pjljr0640mml387jjfrytsd702q259496,OUT,1000000,320,False,2022-02-18 06:28:23+00:00,-1000000
63318d9138382717aaadd45fb32ee0129cfc277b4d9803fb5e027b458458290d,1645165703,bc1qrg0y9mtrcpc79ydvrle4w2ejs5zjrqn9haq7uj,,OUT,0,320,False,2022-02-18 06:28:23+00:00,0
b6e377e2eeaab9e3c68918fbdf85481de3b17a9f3fcac54c44f16d50f382ace7,1671022777,bc1qdxvw2sg96h33u6t2vgtmlhyhppvcy7f37au8yh,bc1qm34lsc65zpw79lxes69zkqmk6ee3ewf0j77s3h,IN,7961132,0,False,2022-12-14 12:59:37+00:00,7961132
c93cbc39527ab6a9a5a096f838820f6a4db8e7eef8311cf8daa7efcf07ec253e,1687595684,bc1qp6jkmuzqmph2jajqde692uzd65yeqp0vd7fp82,bc1qjwwrjrln3d8vpnehw4757exphrxwgpn2zj89knt52v9xdxwzezms4tzfjz,OUT,30000,2844,False,2023-06-24 08:34:44+00:00,-32844
c93cbc39527ab6a9a5a096f838820f6a4db8e7eef8311cf8daa7efcf07ec253e,1687595684,bc1q8ma3pyzgh9rwgmjd0nl0vskxypg5wulwp5qw83,bc1qp6jkmuzqmph2jajqde692uzd65yeqp0vd7fp82,IN,1966836,0,True,2023-06-24 08:34:44+00:00,1966836
c93cbc39527ab6a9a5a096f838820f6a4db8e7eef8311cf8daa7efcf07ec253e,1687595684,bc1qp6jkmuzqmph2jajqde692uzd65yeqp0vd7fp82,bc1q8ma3pyzgh9rwgmjd0nl0vskxypg5wulwp5qw83,OUT,1966836,2844,True,2023-06-24 08:34:44+00:00,-1966836
086c067dc109a4b2a2ef2c91424aa27f805196234ceaa1dbb3b5024e97a915d0,1687817761,bc1qmkwhfsk0mgvsfmld4e2vvvhuunh7hzh68tfrxs,bc1qjwwrjrln3d8vpnehw4757exphrxwgpn2zj89knt52v9xdxwzezms4tzfjz,IN,28219,0,False,2023-06-26 22:16:01+00:00,28219
993827e76cb2ff35032abc6536ee542f1d7fb67e50cce8de45862cc9a4cbcaca,1688137041,bc1qjjlplw87hjxuzzt2amtrp40gssy0lj7pe9w6um,bc1qda8q7f00ptps9y5mfj5mqncpxytwj3q8v0qjk5xl7acsm75m848qsw3gas,IN,334780,0,False,2023-06-30 14:57:21+00:00,334780
47133d52a26310e43f197c7eceec514132a3a77c511cade61aab30842ddf9178,1688753062,bc1qcya0j90k6sglqz92fc25aj7x0hj7tdmtrwgw3l,bc1q0hdazzh58runur9yg8v66eag2e3pe3prsah4xq,IN,16463766,0,False,2023-07-07 18:04:22+00:00,16463766
31788ddf1b36dd1aea692dc4fb645f8f23ba01ac135de9585a5d6156f41ec253,1688759677,bc1qakwlr2qjvn4tu5quyse48d3ufd4ynmudwdam26,3BcarVWqP1c3KKLNsANu9hdU65ghePpofR,IN,8919000,0,False,2023-07-07 19:54:37+00:00,8919000
595659450a925dbdae51648ca2ffc3f75fb664527d790dcf584fda4c79b0654f,1688759860,bc1q8n9r658a00p3k5pz5tmgvdn8ev687dn7c96m36,39PTVGL648PuryTFpWdA2pPEvkfV3QANCo,IN,4834600,0,False,2023-07-07 19:57:40+00:00,4834600
9797bf284674235fb19ab6ee04511079c0f0de58d0549c30b61de38ee37adbf9,1693454854,bc1q8ma3pyzgh9rwgmjd0nl0vskxypg5wulwp5qw83,bc1qkgwlgvj98ftcqx46yw5972er3pjljr0640mml387jjfrytsd702q259496,IN,327098,0,False,2023-08-31 04:07:34+00:00,327098
09b0cf4f26474d2ff3f3b17d53433cc79ba07b55a9fd4bdf7295ef03ef7aedea,1699111591,bc1q8ma3pyzgh9rwgmjd0nl0vskxypg5wulwp5qw83,bc1qplphmpj7ltedt0au5dcflytvpadw96s8u4l5sw,OUT,2287010,6924,True,2023-11-04 15:26:31+00:00,-2293934
e27916e31570a03dfe7431df5ecb041640a71559d490a6e3af21412b60237087,1699111591,bc1qqsxfr2qd7qrpr8nc2t7xaghyhdqh8zqkpnqll9,bc1q0dcje9wtpglg83dcca0a0y4uuc0f3lyafcn62s,OUT,58985605,6995,True,2023-11-04 15:26:31+00:00,-58992600
e27916e31570a03dfe7431df5ecb041640a71559d490a6e3af21412b60237087,1699111591,bc1qec47t5nhunrxc6mvph3qc5pmjr8qmmpwmevk0x,bc1q0dcje9wtpglg83dcca0a0y4uuc0f3lyafcn62s,OUT,58985605,6995,True,2023-11-04 15:26:31+00:00,0
09b0cf4f26474d2ff3f3b17d53433cc79ba07b55a9fd4bdf7295ef03ef7aedea,1699111591,bc1qplphmpj7ltedt0au5dcflytvpadw96s8u4l5sw,bc1q8ma3pyzgh9rwgmjd0nl0vskxypg5wulwp5qw83,IN,2287010,0,True,2023-11-04 15:26:31+00:00,2287010
e27916e31570a03dfe7431df5ecb041640a71559d490a6e3af21412b60237087,1699111591,bc1q0dcje9wtpglg83dcca0a0y4uuc0f3lyafcn62s,bc1qec47t5nhunrxc6mvph3qc5pmjr8qmmpwmevk0x,IN,58985605,0,True,2023-11-04 15:26:31+00:00,58985605
e19ad74338fe2f6064d83b5839026e9ca6a438091e9d48ecc6ed9d1d560aee78,1701649939,bc1qjjlplw87hjxuzzt2amtrp40gssy0lj7pe9w6um,bc1q29mxryaf3xm0d7mt5gc45d46gzyvws6ps03v8k,OUT,329280,5500,False,2023-12-04 00:32:19+00:00,-334780
199519f3bb371448839cc5de7e94c0480eeb1442f0aa38eaae4963e866e79e7b,1704333810,bc1q8n9r658a00p3k5pz5tmgvdn8ev687dn7c96m36,bc1qwdn0v9a65gjx56zfn3dtn47zmy5dhrctjm403j,OUT,4829100,5500,False,2024-01-04 02:03:30+00:00,-4834600
25adbc2f3c3a8f4f6346fb9bc5adf25f8f56e730c9028eab9671b65bae33e15a,1704347299,bc1qscmckfcaduu9rwcxsxquurs058jgfgryy6aczy,bc1q7w7w7zvt58z9nu05nfha72mzgf6jeerqztl6h5,IN,4808040,0,False,2024-01-04 05:48:19+00:00,4808040
9de6f463d8cd42e7f8155d745b1bf089d3742172c68eddd86d648ad76c14ab58,1704385156,bc1qscmckfcaduu9rwcxsxquurs058jgfgryy6aczy,bc1qxjz3weevm6565evp7wl004pj6hlg7nzmffdw0ghapky0aa4j0mnstgrx9j,OUT,4801940,6100,False,2024-01-04 16:19:16+00:00,-4808040
576298760e0970f3f24b5408359aa8f8865a0a026d643cadeabe47b4f14778a3,1704433595,bc1qqdxhw52a7njz8vpad7ch9haflt62pvs08922qp,39PTVGL648PuryTFpWdA2pPEvkfV3QANCo,IN,1406100,0,False,2024-01-05 05:46:35+00:00,1406100
5bea569e06c21c4f665d98dd49e01e9d407266be0668595e62ef3f404bfe4472,1704614018,bc1qa0hcxgu4ejk0j6audqerhuyzq382p7ke5a60r5,39PTVGL648PuryTFpWdA2pPEvkfV3QANCo,IN,730900,0,False,2024-01-07 07:53:38+00:00,730900
19d3090545cec3d522ea13e99b325306d1fed92373a2fad61f8138d554c2a70c,1706635943,bc1qyw5s9nna0f9kcw9a0z63f4jzt0vr5nc5e4gxec,bc1qakwlr2qjvn4tu5quyse48d3ufd4ynmudwdam26,IN,8512332,0,True,2024-01-30 17:32:23+00:00,8512332
19d3090545cec3d522ea13e99b325306d1fed92373a2fad61f8138d554c2a70c,1706635943,bc1qakwlr2qjvn4tu5quyse48d3ufd4ynmudwdam26,bc1qyw5s9nna0f9kcw9a0z63f4jzt0vr5nc5e4gxec,OUT,8512332,6668,True,2024-01-30 17:32:23+00:00,-8519000
19d3090545cec3d522ea13e99b325306d1fed92373a2fad61f8138d554c2a70c,1706635943,bc1qakwlr2qjvn4tu5quyse48d3ufd4ynmudwdam26,bc1q8ng2qcm4gr5cjtqk74u8wr39c9dettchuhzct9,OUT,400000,6668,False,2024-01-30 17:32:23+00:00,-400000
80aa3a581c86136ca6708521c71500ffbffab35e781261ac00841cb8ea57624f,1706808784,bc1qyw5s9nna0f9kcw9a0z63f4jzt0vr5nc5e4gxec,bc1pe6568a3j5tyxaqjrja04ugq8txwnq82xyvema3wu3g0jjlk9gjjqttqrw5,OUT,500000,6032,False,2024-02-01 17:33:04+00:00,-506032
80aa3a581c86136ca6708521c71500ffbffab35e781261ac00841cb8ea57624f,1706808784,bc1qyw5s9nna0f9kcw9a0z63f4jzt0vr5nc5e4gxec,bc1q8tr3v7epsge47yqe7ywa0ttxakze47njph50wt,OUT,8006300,6032,True,2024-02-01 17:33:04+00:00,-8006300
80aa3a581c86136ca6708521c71500ffbffab35e781261ac00841cb8ea57624f,1706808784,bc1q8tr3v7epsge47yqe7ywa0ttxakze47njph50wt,bc1qyw5s9nna0f9kcw9a0z63f4jzt0vr5nc5e4gxec,IN,8006300,0,True,2024-02-01 17:33:04+00:00,8006300
741098ebd0090931b55452c14046593689452eac445eec16dfdff5c1532c0aeb,1707126454,bc1qa0hcxgu4ejk0j6audqerhuyzq382p7ke5a60r5,bc1q4hv8l4g5j4pzanwc5yuhfssw8utz4pvzypga0h,OUT,527500,3400,True,2024-02-05 09:47:34+00:00,-530900
741098ebd0090931b55452c14046593689452eac445eec16dfdff5c1532c0aeb,1707126454,bc1qa0hcxgu4ejk0j6audqerhuyzq382p7ke5a60r5,bc1qppmjh9efgl9mk09uw9lcn6kluf650x20t0jljs,OUT,200000,3400,False,2024-02-05 09:47:34+00:00,-200000
741098ebd0090931b55452c14046593689452eac445eec16dfdff5c1532c0aeb,1707126454,bc1q4hv8l4g5j4pzanwc5yuhfssw8utz4pvzypga0h,bc1qa0hcxgu4ejk0j6audqerhuyzq382p7ke5a60r5,IN,527500,0,True,2024-02-05 09:47:34+00:00,527500
9c56abc5431cb960c4e1fb164a45fe91726eee5174ab346a9fc0c9e3a6d06ee3,1707714928,bc1qmkwhfsk0mgvsfmld4e2vvvhuunh7hzh68tfrxs,bc1q8tr3v7epsge47yqe7ywa0ttxakze47njph50wt,OUT,26310,1909,True,2024-02-12 05:15:28+00:00,-28219
9c56abc5431cb960c4e1fb164a45fe91726eee5174ab346a9fc0c9e3a6d06ee3,1707714928,bc1qmkwhfsk0mgvsfmld4e2vvvhuunh7hzh68tfrxs,,OUT,0,1909,False,2024-02-12 05:15:28+00:00,0
9c56abc5431cb960c4e1fb164a45fe91726eee5174ab346a9fc0c9e3a6d06ee3,1707714928,bc1q8tr3v7epsge47yqe7ywa0ttxakze47njph50wt,bc1qmkwhfsk0mgvsfmld4e2vvvhuunh7hzh68tfrxs,IN,26310,0,True,2024-02-12 05:15:28+00:00,26310
56fa53fde6b3caa4c42d2ab512726da2306bad70c77a9f04382a2c3e004c4d0f,1708539123,bc1qdxvw2sg96h33u6t2vgtmlhyhppvcy7f37au8yh,1Gran4mdAfqWWyyTaGgbZ2fHQVMnbZETKe,OUT,7957855,3277,False,2024-02-21 18:12:03+00:00,-7961132
a1390e4ab4f7688e2c4a054ff10e79d6693aede37bf2e2736606e05ff277e2c4,1709922097,bc1qqdxhw52a7njz8vpad7ch9haflt62pvs08922qp,3BhoUKenBjJz61ebw9DjpgSKY3PzKvG1tH,OUT,1283870,3130,False,2024-03-08 18:21:37+00:00,-1287000
a1390e4ab4f7688e2c4a054ff10e79d6693aede37bf2e2736606e05ff277e2c4,1709922097,bc1qk0anetvyswuwn30898krzshkd862ytn744pug9,bc1qqdxhw52a7njz8vpad7ch9haflt62pvs08922qp,IN,119100,0,True,2024-03-08 18:21:37+00:00,119100
a1390e4ab4f7688e2c4a054ff10e79d6693aede37bf2e2736606e05ff277e2c4,1709922097,bc1qqdxhw52a7njz8vpad7ch9haflt62pvs08922qp,bc1qk0anetvyswuwn30898krzshkd862ytn744pug9,OUT,119100,3130,True,2024-03-08 18:21:37+00:00,-119100
5a0935608145cc61342ed8e50a976a9fb3feef582629bcf746d2ac336d81cb47,1710066219,bc1qde74h77v7527xvzgkupu3q4qajzz6cpx39cysf,bc1q8tr3v7epsge47yqe7ywa0ttxakze47njph50wt,IN,6026200,0,True,2024-03-10 10:23:39+00:00,6026200
5a0935608145cc61342ed8e50a976a9fb3feef582629bcf746d2ac336d81cb47,1710066219,bc1q8tr3v7epsge47yqe7ywa0ttxakze47njph50wt,bc1qde74h77v7527xvzgkupu3q4qajzz6cpx39cysf,OUT,6026200,6410,True,2024-03-10 10:23:39+00:00,-6032610
5a0935608145cc61342ed8e50a976a9fb3feef582629bcf746d2ac336d81cb47,1710066219,bc1q8tr3v7epsge47yqe7ywa0ttxakze47njph50wt,1L5tJajbRper1EeHomkJR9G2JNHGh5jUH2,OUT,2000000,6410,False,2024-03-10 10:23:39+00:00,-2000000
d28340b1f3556a43e78d683b8f711032bc210e59c81fc82b92ba39c0d24fa036,1710073347,bc1qs99c4lntjtc6qe83vx47nnfytz29f0x72l008u,bc1qde74h77v7527xvzgkupu3q4qajzz6cpx39cysf,IN,5023900,0,True,2024-03-10 12:22:27+00:00,5023900
d28340b1f3556a43e78d683b8f711032bc210e59c81fc82b92ba39c0d24fa036,1710073347,bc1qde74h77v7527xvzgkupu3q4qajzz6cpx39cysf,bc1q9fz6hzkcws47ng9uuy2f2rj2c624ktzccuwtxl,OUT,1000000,2300,False,2024-03-10 12:22:27+00:00,-1002300
d28340b1f3556a43e78d683b8f711032bc210e59c81fc82b92ba39c0d24fa036,1710073347,bc1qde74h77v7527xvzgkupu3q4qajzz6cpx39cysf,bc1qs99c4lntjtc6qe83vx47nnfytz29f0x72l008u,OUT,5023900,2300,True,2024-03-10 12:22:27+00:00,-5023900
73d6b4b1872181ef09d295fad13a2c61b536465489c3d967f0ea327645927252,1710576466,bc1qap29ycz63dsu4klkh397udav4u2k7zwkglg2es,bc1q4hv8l4g5j4pzanwc5yuhfssw8utz4pvzypga0h,IN,21100,0,True,2024-03-16 08:07:46+00:00,21100
73d6b4b1872181ef09d295fad13a2c61b536465489c3d967f0ea327645927252,1710576466,bc1q4hv8l4g5j4pzanwc5yuhfssw8utz4pvzypga0h,3GX1sd8egi1Huwb2NiknLBmQBXzt6hbYb2,OUT,500000,6400,False,2024-03-16 08:07:46+00:00,-506400
73d6b4b1872181ef09d295fad13a2c61b536465489c3d967f0ea327645927252,1710576466,bc1q4hv8l4g5j4pzanwc5yuhfssw8utz4pvzypga0h,bc1qap29ycz63dsu4klkh397udav4u2k7zwkglg2es,OUT,21100,6400,True,2024-03-16 08:07:46+00:00,-21100
6e598c16300622ec5f909dab025c01b79edcd23656bbd65d3e62e83f3312f14a,1710655294,bc1qap29ycz63dsu4klkh397udav4u2k7zwkglg2es,bc1q35lvgww0yurtw98hjwqgzhzzvrggk4lym6fyj9,OUT,18910,2189,True,2024-03-17 06:01:34+00:00,-21099
6e598c16300622ec5f909dab025c01b79edcd23656bbd65d3e62e83f3312f14a,1710655294,bc1q35lvgww0yurtw98hjwqgzhzzvrggk4lym6fyj9,bc1qap29ycz63dsu4klkh397udav4u2k7zwkglg2es,IN,18910,0,True,2024-03-17 06:01:34+00:00,18910
6e598c16300622ec5f909dab025c01b79edcd23656bbd65d3e62e83f3312f14a,1710655294,bc1qap29ycz63dsu4klkh397udav4u2k7zwkglg2es,,OUT,1,2189,False,2024-03-17 06:01:34+00:00,-1
992c905f909136f00e095efd1154d32215ea3de6d1210697e2d8e53af3ba4db3,1710655325,bc1qkaqwhd3gjj30xfxs2khcgldtuvzlvfl50d7yds,bc1q35lvgww0yurtw98hjwqgzhzzvrggk4lym6fyj9,IN,16899,0,True,2024-03-17 06:02:05+00:00,16899
992c905f909136f00e095efd1154d32215ea3de6d1210697e2d8e53af3ba4db3,1710655325,bc1q35lvgww0yurtw98hjwqgzhzzvrggk4lym6fyj9,bc1qkaqwhd3gjj30xfxs2khcgldtuvzlvfl50d7yds,OUT,16899,2010,True,2024-03-17 06:02:05+00:00,-18909
992c905f909136f00e095efd1154d32215ea3de6d1210697e2d8e53af3ba4db3,1710655325,bc1q35lvgww0yurtw98hjwqgzhzzvrggk4lym6fyj9,,OUT,1,2010,False,2024-03-17 06:02:05+00:00,-1
343efca4d9605b32b97a0f9537bfc681e76753f59f875060df888727a0abba97,1710655432,bc1qwxjecx2kyefxmlmn8fxcegg5l49tpu6dej9anh,bc1qkaqwhd3gjj30xfxs2khcgldtuvzlvfl50d7yds,IN,14687,0,True,2024-03-17 06:03:52+00:00,14687
343efca4d9605b32b97a0f9537bfc681e76753f59f875060df888727a0abba97,1710655432,bc1qkaqwhd3gjj30xfxs2khcgldtuvzlvfl50d7yds,bc1qwxjecx2kyefxmlmn8fxcegg5l49tpu6dej9anh,OUT,14687,2211,True,2024-03-17 06:03:52+00:00,-16898
343efca4d9605b32b97a0f9537bfc681e76753f59f875060df888727a0abba97,1710655432,bc1qkaqwhd3gjj30xfxs2khcgldtuvzlvfl50d7yds,,OUT,1,2211,False,2024-03-17 06:03:52+00:00,-1
8b1c67449ec641d4566cca8c8cf07d0f66f7cda1a0123a90199ba23014f5f9e4,1710655432,bc1qwxjecx2kyefxmlmn8fxcegg5l49tpu6dej9anh,,OUT,1,1809,False,2024-03-17 06:03:52+00:00,-1810
8b1c67449ec641d4566cca8c8cf07d0f66f7cda1a0123a90199ba23014f5f9e4,1710655432,bc1qwxjecx2kyefxmlmn8fxcegg5l49tpu6dej9anh,bc1qzm5nsncwuqvxxf9gndr3gag77vhctpku8kpcac,OUT,12877,1809,True,2024-03-17 06:03:52+00:00,-12877
8b1c67449ec641d4566cca8c8cf07d0f66f7cda1a0123a90199ba23014f5f9e4,1710655432,bc1qzm5nsncwuqvxxf9gndr3gag77vhctpku8kpcac,bc1qwxjecx2kyefxmlmn8fxcegg5l49tpu6dej9anh,IN,12877,0,True,2024-03-17 06:03:52+00:00,12877
50e188b50f3bdeb4f2570a7516f3f03c3fd55dda2af097e409325e3d701f2fec,1710659527,bc1qzm5nsncwuqvxxf9gndr3gag77vhctpku8kpcac,,OUT,1,1809,False,2024-03-17 07:12:07+00:00,-1810
ee8efab8c01568d49406acea95b26e11b681cf88e2a01ed6f3659c34be459715,1710659527,bc1q5jg5tvy4wef4uj9zuad87l2pl043k5dvwua6vd,bc1q76l0mufqp3864f380036jlnmx65gc4nalg0mwy,IN,7474,0,True,2024-03-17 07:12:07+00:00,7474
af4568028fbf44ebcf65946aa91ddbe310a77ebeeff6021329bf6549aa55c39a,1710659527,bc1q76l0mufqp3864f380036jlnmx65gc4nalg0mwy,bc1qrshsr6x6dnjr042nz0z6ttnpxp7dcdxp4tj5r4,IN,9257,0,True,2024-03-17 07:12:07+00:00,9257
ee8efab8c01568d49406acea95b26e11b681cf88e2a01ed6f3659c34be459715,1710659527,bc1q76l0mufqp3864f380036jlnmx65gc4nalg0mwy,bc1q5jg5tvy4wef4uj9zuad87l2pl043k5dvwua6vd,OUT,7474,1782,True,2024-03-17 07:12:07+00:00,-9256
ee8efab8c01568d49406acea95b26e11b681cf88e2a01ed6f3659c34be459715,1710659527,bc1q76l0mufqp3864f380036jlnmx65gc4nalg0mwy,,OUT,1,1782,False,2024-03-17 07:12:07+00:00,-1
af4568028fbf44ebcf65946aa91ddbe310a77ebeeff6021329bf6549aa55c39a,1710659527,bc1qrshsr6x6dnjr042nz0z6ttnpxp7dcdxp4tj5r4,,OUT,1,1809,False,2024-03-17 07:12:07+00:00,-1810
af4568028fbf44ebcf65946aa91ddbe310a77ebeeff6021329bf6549aa55c39a,1710659527,bc1qrshsr6x6dnjr042nz0z6ttnpxp7dcdxp4tj5r4,bc1q76l0mufqp3864f380036jlnmx65gc4nalg0mwy,OUT,9257,1809,True,2024-03-17 07:12:07+00:00,-9257
50e188b50f3bdeb4f2570a7516f3f03c3fd55dda2af097e409325e3d701f2fec,1710659527,bc1qzm5nsncwuqvxxf9gndr3gag77vhctpku8kpcac,bc1qrshsr6x6dnjr042nz0z6ttnpxp7dcdxp4tj5r4,OUT,11067,1809,True,2024-03-17 07:12:07+00:00,-12876
50e188b50f3bdeb4f2570a7516f3f03c3fd55dda2af097e409325e3d701f2fec,1710659527,bc1qrshsr6x6dnjr042nz0z6ttnpxp7dcdxp4tj5r4,bc1qzm5nsncwuqvxxf9gndr3gag77vhctpku8kpcac,IN,11067,0,True,2024-03-17 07:12:07+00:00,11067
63360072cd2825ea45e94960773cbeed6bfa8cb5714f8b732d500a4e1b721e8f,1710707999,bc1qcya0j90k6sglqz92fc25aj7x0hj7tdmtrwgw3l,bc1qf49updtaqm8px56ncrmgwq39gjnah0cu7vkxxephkv5sv67jyvwqggvh53,OUT,16461448,2318,False,2024-03-17 20:39:59+00:00,-16463766
9095e7bd1d5919c50a5fb3fa2fe0b2674961bdb03dbf5ceaa0717f4d27cfacb8,1718725601,bc1qqdxhw52a7njz8vpad7ch9haflt62pvs08922qp,39PTVGL648PuryTFpWdA2pPEvkfV3QANCo,IN,1152000,0,False,2024-06-18 15:46:41+00:00,1152000
219ccb4898c8bb7e4ec2dc9a1254abe4cab0755cd54e39c4f3cb992ac50a9dad,1719016324,bc1qk0anetvyswuwn30898krzshkd862ytn744pug9,1L5tJajbRper1EeHomkJR9G2JNHGh5jUH2,OUT,1276084,2490,False,2024-06-22 00:32:04+00:00,-1278574
219ccb4898c8bb7e4ec2dc9a1254abe4cab0755cd54e39c4f3cb992ac50a9dad,1719016324,bc1q5jg5tvy4wef4uj9zuad87l2pl043k5dvwua6vd,1L5tJajbRper1EeHomkJR9G2JNHGh5jUH2,OUT,1276084,2490,False,2024-06-22 00:32:04+00:00,0
219ccb4898c8bb7e4ec2dc9a1254abe4cab0755cd54e39c4f3cb992ac50a9dad,1719016324,bc1qqdxhw52a7njz8vpad7ch9haflt62pvs08922qp,1L5tJajbRper1EeHomkJR9G2JNHGh5jUH2,OUT,1276084,2490,False,2024-06-22 00:32:04+00:00,0
